datetime,actual,xgboost,arima,ensemble_70_30
2025-05-22 07:00:00,39007.1929821241,39032.145,39128.56149081733,39061.0684472452
2025-05-22 08:00:00,39018.5565418123,39027.797,39129.892427131774,39058.424759389534
2025-05-22 09:00:00,39229.165245303506,39035.105,39128.56269924925,39063.14302852478
2025-05-22 10:00:00,39001.7922311828,39036.305,39129.89121979706,39064.37947531412
2025-05-22 11:00:00,39094.9505765814,39045.76,39128.563905487754,39070.602374771326
2025-05-22 12:00:00,39045.0608344458,39044.344,39129.89001465376,39070.00802002113
2025-05-22 13:00:00,39072.385099276704,39049.26,39128.56510953684,39073.05195473605
2025-05-22 14:00:00,39053.3532086443,39046.402,39129.888811697914,39071.447112259375
2025-05-22 15:00:00,39038.637053136,39043.64,39128.566311400464,39069.118721545135
2025-05-22 16:00:00,39004.6327431448,39038.6,39129.88761092553,39065.98776765266
2025-05-22 17:00:00,39168.8914356243,39033.855,39128.5675110826,39062.26947207478
2025-05-22 18:00:00,39104.9995842724,39044.81,39129.88641233265,39070.3311580748
2025-05-22 19:00:00,39022.3488057314,39037.984,39128.568708587205,39065.158503201164
2025-05-22 20:00:00,38995.297962057,39043.188,39129.885215915325,39069.1960335246
2025-05-22 21:00:00,39224.7278139775,39046.914,39128.56990391824,39071.41081492547
2025-05-22 22:00:00,39096.1344445561,39052.23,39129.884021669604,39075.525753375885
2025-05-22 23:00:00,39052.9909495379,39054.105,39128.571097079635,39076.44437599889
2025-05-23 00:00:00,39120.6562985722,39045.383,39129.882829591545,39070.73242700246
2025-05-23 01:00:00,39031.5060912306,39038.867,39128.57228807534,39065.7787176726
2025-05-23 02:00:00,39305.5829008422,39032.92,39129.88163967721,39062.00941377816
2025-05-23 03:00:00,39089.8344399621,39033.43,39128.57347690928,39061.97243369778
2025-05-23 04:00:00,39090.2316100942,39027.473,39129.88045192267,39058.194604326796
2025-05-23 05:00:00,39070.9994491794,39031.773,39128.57466358539,39060.812633450616
2025-05-23 06:00:00,39050.9466503028,39036.195,39129.87926632402,39064.2997173972
2025-05-23 07:00:00,39051.6335805616,39030.285,39128.575848107575,39059.77197318227
2025-05-23 08:00:00,39065.8384428071,39027.652,39129.87808287733,39058.3188936132
2025-05-23 09:00:00,39070.4367949598,39033.44,39128.57703047975,39061.98131226892
2025-05-23 10:00:00,38971.9305575468,39032.83,39129.8769015787,39061.941586098605
2025-05-23 11:00:00,39121.1516828376,39039.758,39128.57821070581,39066.403541336746
2025-05-23 12:00:00,39052.0556197716,39036.906,39129.87572242423,39064.79670110227
2025-05-23 13:00:00,39051.1898485251,39042.95,39128.57938878966,39068.6382697619
2025-05-23 14:00:00,38934.2827126508,39042.43,39129.87454541003,39068.66353549801
2025-05-23 15:00:00,39017.361480672,39041.496,39128.58056473518,39067.62104442055
2025-05-23 16:00:00,39053.4319075557,39037.066,39129.873370532216,39064.90732365967
